label,tweet
1,jennif lawrenc throw classic tonight show target
2,tonight show tonight axe thrown
1,donat paypal relief campaign we'll ensur donat relief effort
2,tonight show jennif lawrenc patti smith perform
2,recap favorit moment week second episod tonight
2,tonight quiz jame franco music pete townshend
1,face high stake footbal trivia game
2,return watch last night' perform bullet blue
1,guarante laugh great music rees witherspoon movi home star
1,guarante laugh great music rees witherspoon movi home star
1,keep parti go trivia rees witherspoon touchdown danc great perform
1,star like russel wilson miller antonio brown show touchdown danc
2,show tonight perform song tweet tune footbal
2,roommat would bring toilet paper whenev he'd bathroom thought less germi
0,hashtag game tweet funni weird embarrass roommat stori could show
2,tonight show elisabeth moss return music
1,thank victoria white marquist taylor houston gospel choir amaz perform
2,we'r back episod tonight' show music
2,littl sore today next time i'll make better prepar
0,tonight show hamm life hack expert
2,tonight show kathryn hahn music funniest tweet
2,friend waiter boss made sing apolog song diner anyth menu
0,hashtag game tweet funni weird embarrass stori quit could show
2,wrote piec year everi year keep hope it'll becom irrelev http
2,jimmi take moment start show address event
0,tonight show true confess stop perform
2,friend surpris favorit snack watch
2,channel today listen know comment song trivia
2,here' week minut recap week' show brand show tonight
2,here' week minut recap week' show brand show tonight
2,much thing never thought last night
2,there' probabl mani exampl choos
1,channel friday stori play love channel
0,tonight password terri gross stop music tweet
0,said go niagara fall hour drive said take long turn around
0,hashtag game tweet weird funni embarrass vacat stori could show
2,tonight show play pictionari stop music
2,justin timberlak goe back camp hilari sketch watch
2,justin timberlak jimmi fallon belt blond camp winnipesauke
1,winner tonight show tonight west coaster
1,realli show tonight winner music
1,thank incred perform last night
2,perform back take internet quiz watch
2,much mental health nation world stood still tonight
2,ever thought medit world largest group mediat tonight
2,favorit moment week second show tonight
2,readi return superl preseason edit tonight
2,watch blitz watch safeti watch punt pass watch safeti
1,great perform uganda' last night
2,motherland south bronx rockefel center catch
1,sing popular song lyric googl translat
1,video show favorit deck check send deck recommend
2,thank backstag trick inspir classroom instrument
2,favorit moment week second show tonight
2,text friend ttyl ask meant said talk later repli jeez ask
0,hashtag game tweet weird funni embarrass text messag stori could show
1,hurri hurri tonight show right world danc pro con
1,prove sean spicer 'will survive' brilliant 'tonight show' mashup video
0,crush congrat stori girl tonight
2,recap favorit moment week second brand show tonight
2,slayer make late night televis debut thursday juli detail
2,go fuuuunnnn spoiler surpris guest join
2,recap favorit moment week second brand show tonight
2,tonight first draft rock return plu stand
2,watch brainstorm health care option
2,charliz theron danc tonight heat competit
1,make wish magic bottl gave jimmi http
0,eat chees cracker use fork knife
0,hashtag game tweet someth weird funni embarrass famili could show
2,here' latest edit sidewalk cinema peopl street recreat icon movi scene
2,happi back realli show tonight sidewalk cinema play
2,here' second recap favorit moment week
2,tonight show theater kristen wiig paul dano perform
2,excit announc tonight show monologu flash brief it'll avail video
2,face game name song challeng littl help
2,recap favorit moment week second
2,tonight whisper challeng keanu reev stop stand
2,show tonight romano ruth negga plu sing tweet perform
1,summer know felt eaten faster cream' melt
1,love stranger' pool foot part look cool look like fool love deep
2,hashtag game tweet funni summer theme song could sung show
2,first kid book dada word sequel almost doubl announc everyth mama
2,tonight play someth poehler music
1,ferrel answer random question quickli possibl game call think fast
2,happen shave beard mustach facebook live watch
2,tonight ethan hawk stop talk perform tweet mustach news
1,sing popular song lyric googl translat
2,disguis busk subway station much
2,friend' heard notori song said what' guy' name doubl
0,hashtag game tweet someth weird funni embarrass said could show
2,subway perform last night show mileeeeeyyyyyi
1,thank everyon alway great time howard brilliant make talk hour feel like minut
0,take tonight comedi music surpris miss
0,perform crowd pleas rendit 'don't stop' classroom instrument
1,thank kid special edit classroom instrument
2,tonight music charl berri charl berri
2,miss tonight' show kate mckinnon thank note
1,tonight' show trump comey pledg loyalti releas trump loyalti card
2,catch favorit moment week second
2,next wednesday june we'r whole show comedi game music can't wait
0,show tonight true confess kate mckinnon stop perform
2,tonight lauri metcalf music tweet
2,happi robert irwin back show last night
1,summer scoop cream place chocol owner said nobodi like chocol
0,hashtag game tweet funni weird embarrass summer stori could show
2,tonight show anim expert robert irwin perform
2,show tonight theater stop perform
2,kick memori weekend brand tonight show audienc clair
2,show tonight audienc clair perform
2,show spec foxx niall friday' show audienc servicemen servicewomen
0,tonight stop talk perform funniest tweet miss
1,virtual realiti pictionari return orlando bloom
0,clueless date girl serv saltin cracker made play mario kart
0,hashtag game tweet funni embarrass thing happen date could show
1,tonight pictionari orlando bloom stand
2,realli show tonight elli kemper music tweet
2,last night surpris special prom danc
1,carri briefcas work thing insid nintendo switch
0,hashtag game tweet weird funni embarrass secret could show
2,twitter video instagram video snapchat glass
1,thank take time photo bryan derballa
0,tonight sing whisper challeng music miss
1,segment show last night highlight peopl uniqu music talent
1,tonight show good comedi stuf hour program
1,tonight trump plagiar commenc speech ell wood legal blond
2,disguis unsuspect fan think aaron judg
2,tonight michael fassbend music plu someth
2,happi tonight show derek jeter katherin langford music
2,tonight michel pfeiffer stand funniest tweet
2,tina alway game alway prepar alway score favorit peopl play tina
2,tonight michel pfeiffer stand funniest tweet
1,ragtim gal perform that' like littl help tina
1,talk phone third time actual said talk enough
0,hashtag game tweet someth weird funni embarrass said could show
1,great show tonight someth tina plu music
2,tonight katherin waterston music
2,tonight katherin waterston music
1,outstand witti genuin love learn stori golf platform
2,neck neck neck neck neck neck neck neck
2,tonight paul giamatti quiz stand puppi predictor
2,tonight show chri pine fran lebowitz music funniest tweet
2,excit announc play tonight tune pmcst
2,date tell get high heel prom stand next look pale
0,hashtag game tweet weird funni embarrass stori prom could show
2,book yesterday' challeng guess donat anoth round start
2,tonight kaley cuoco music audienc suggest
2,mari blige' swagger perform love root
1,can't help agre book recommend get segment
1,thank show realli massiv meant cheer
2,dentist' busi card say teeth window soul
0,hashtag game tweet someth weird funni embarrass dentist could show
2,sinc last night perform sywlg move itun chart ahead
1,wow tonight show crowd emotionbutterfil last night
2,ride univers awesom wait time alway plu
2,last night demo amaz robot around world
2,tonight perform segment call tonight showbot
2,can't stop sing parti parent hous
0,year can't stop walk around hous hum parti parent hous
2,way play tonight show amazon alexa jimoji imessag sticker
2,tonight show kathryn hahn music
1,great year anim expert robert irwin back show come back soon
2,show tonight music anim expert robert irwin
2,sienna miller play secret ingredi
2,recap harry' sketch civil soldier
2,alon couch eatin' dorito mountain hang witchu love bong
